Age,Temperature_C,Heart_Rate_BPM,Respiratory_Rate_BPM,Weight_Change_Percent,Food_Intake_Percent,Stool_Consistency,Activity_Level,Edema,Trunk_Moisture,Mucous_Membrane,Gait_Score,Health_Status,Diagnosis
58,36.0,29,5,-0.1,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.4,37,9,-3.0,17,Loose,High,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
36,36.7,34,7,-0.8,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.7,31,8,0.2,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
6,38.0,47,13,-2.9,46,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
50,36.2,38,7,-0.3,72,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
22,36.3,32,8,-0.2,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,35.9,34,12,0.8,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,38.4,59,18,-2.0,52,Loose,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
47,36.0,26,9,-0.8,70,Normal,Low (Lethargic),Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
59,37.0,26,11,0.1,72,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
3,36.6,29,11,0.4,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,38.2,58,13,-3.5,67,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
2,37.5,33,9,-1.4,30,Loose,Moderate,Mild,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
32,36.2,25,6,-0.6,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
34,36.3,28,10,-0.1,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,36.0,33,7,-0.1,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,36.5,39,13,-0.3,90,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
45,40.5,42,28,-2.5,34,Loose,Low (Lethargic),None,Dry,Pale,Normal,Infection,Bacterial/Viral Infection
56,36.0,36,17,-0.1,40,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
38,36.6,28,12,-0.6,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
28,35.9,32,12,-0.2,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.5,34,14,0.1,90,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
37,37.6,42,18,-2.3,40,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
24,35.8,33,11,0.9,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.6,29,12,-1.0,91,Normal,Moderate,Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
59,36.2,28,7,-0.2,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
6,36.5,28,7,-0.8,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
34,36.7,45,20,-2.4,69,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
25,36.7,35,9,-0.4,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.3,32,11,-0.3,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,35.9,35,7,-0.2,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,35.6,33,20,-2.3,44,Constipated,Moderate,None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
25,36.0,30,8,-0.3,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.1,30,10,0.4,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,38.4,56,15,-2.8,38,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
9,36.8,35,7,0.3,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.6,30,7,0.8,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.5,34,5,0.5,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,36.7,34,6,-0.4,88,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
21,36.3,35,8,-2.6,48,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
50,37.0,30,8,-0.3,73,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
33,37.1,58,18,-2.3,65,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
39,35.6,38,17,-0.6,22,Loose,Low (Lethargic),Mild,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
15,40.0,35,18,-1.5,43,Loose,Low (Lethargic),Mild,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
37,36.7,27,14,-0.4,95,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
48,36.5,33,11,0.0,72,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
60,37.5,58,14,-4.4,52,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
17,39.6,58,21,-1.0,54,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
39,36.3,25,8,-0.5,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.5,40,9,0.1,90,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
38,38.4,44,20,-4.7,67,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
14,36.1,34,5,-0.9,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,35.6,33,15,-2.2,49,Constipated,High,Mild,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
58,36.4,33,5,0.1,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,36.1,29,10,0.9,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,37.7,51,24,-4.7,67,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
16,36.0,26,7,-0.4,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,36.1,38,8,-2.4,36,Loose,High,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
48,36.3,27,6,0.9,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,39.8,47,30,-1.8,52,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
52,35.7,46,13,-0.7,11,Constipated,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
25,36.4,34,9,-2.6,33,Loose,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
36,36.1,31,7,-0.0,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.5,41,20,-1.6,43,Loose,Moderate,Mild,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
49,35.6,33,6,0.4,91,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
15,35.9,29,8,-0.1,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,36.6,30,7,-1.0,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
53,37.1,51,21,-3.7,42,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
5,36.5,50,18,-0.7,49,Constipated,Moderate,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
23,36.4,26,7,0.7,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.1,31,11,0.9,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
48,36.5,28,11,-0.4,89,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
29,39.4,35,15,-2.1,34,Loose,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
45,36.6,31,6,0.2,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,35.7,30,17,-1.5,29,Constipated,Low (Lethargic),None,Moist,Pale,Normal,Indigestion,Colic / Digestion Issue
46,37.8,50,15,-3.9,40,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
30,36.7,33,8,-0.7,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,37.3,42,12,-3.5,52,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
28,36.3,29,10,0.0,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,36.8,27,7,-0.4,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
16,36.3,27,11,0.9,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,36.4,30,12,-0.1,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
6,36.1,25,5,-1.0,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,36.2,30,9,0.1,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,36.6,35,7,0.7,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.6,27,11,-0.8,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,37.3,40,14,-1.6,16,Loose,High,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
59,36.2,32,8,-0.1,90,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.5,35,9,0.5,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,36.4,39,11,0.3,86,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
59,36.7,30,8,-0.9,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,36.3,26,8,0.2,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
60,38.0,54,16,-2.6,40,Loose,Low (Lethargic),None,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
35,36.5,26,9,-0.4,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,36.1,35,9,0.4,93,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,36.0,35,9,0.7,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
44,37.7,45,12,-3.2,55,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
59,36.6,28,5,-0.4,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,36.5,26,7,0.8,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
17,35.9,35,10,-0.7,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
29,36.4,34,5,-0.8,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
24,39.2,37,16,-1.3,49,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
16,36.2,32,6,-0.3,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,37.0,50,13,-3.0,25,Loose,High,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
34,35.9,29,8,0.2,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,38.3,60,25,-3.0,60,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
56,36.7,25,5,0.8,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,36.3,32,11,0.7,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,36.4,32,5,0.3,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.6,35,10,-0.4,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,36.6,33,9,-0.8,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,36.3,33,11,0.3,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,36.2,29,12,1.0,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.8,28,11,0.8,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
27,39.2,49,29,-2.9,30,Loose,Low (Lethargic),None,Dry,Pale,Stiff,Infection,Bacterial/Viral Infection
3,36.0,35,6,0.5,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
57,36.5,29,8,0.5,86,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,36.5,26,7,0.4,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
21,36.5,35,9,0.4,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.6,33,10,-0.4,29,Loose,Moderate,None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
10,35.9,28,5,-0.3,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,37.6,54,23,-3.2,56,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
59,36.0,40,8,-1.7,73,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
32,36.2,25,5,-0.4,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,36.4,28,6,-0.6,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
15,39.4,45,23,-2.4,56,Normal,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
30,36.2,37,18,-2.9,39,Loose,Low (Lethargic),None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
37,38.7,51,17,-1.9,31,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Infection,Bacterial/Viral Infection
46,36.2,34,11,-0.3,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.8,42,19,-2.3,28,Constipated,High,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
31,36.7,31,12,0.3,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,35.9,34,6,-0.3,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
5,39.4,44,19,-2.9,37,Loose,Low (Lethargic),Mild,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
22,35.7,43,19,-2.1,21,Loose,Low (Lethargic),None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
38,36.4,31,7,-1.2,94,Normal,Moderate,Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
53,36.0,34,8,-0.5,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,40.4,36,30,-2.7,41,Normal,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
53,36.6,29,10,-0.1,90,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,36.7,28,6,-1.0,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
50,36.1,39,9,-0.5,11,Loose,High,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
36,36.9,35,12,-1.8,90,Normal,Moderate,Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
50,36.4,27,6,-0.5,84,Normal,Moderate,Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
57,36.6,55,18,-4.9,56,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
26,38.0,51,21,-2.4,46,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
2,36.2,38,19,-0.8,47,Constipated,Low (Lethargic),Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
20,35.9,31,11,-0.4,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,38.5,51,28,-2.6,53,Normal,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
33,35.8,32,6,0.5,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,36.2,32,12,0.6,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
33,36.9,33,19,-1.2,14,Loose,Low (Lethargic),None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
6,36.6,30,9,0.1,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.5,31,10,-0.2,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
22,38.4,57,20,-2.7,47,Normal,Low (Lethargic),Mild,Dry,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
39,37.3,45,11,-1.9,26,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
1,36.8,26,11,-0.7,91,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
4,36.8,26,9,0.2,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,38.5,52,18,-4.2,68,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
15,37.4,30,9,-1.1,44,Loose,Low (Lethargic),Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
43,36.7,25,7,-0.2,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,36.1,29,5,-0.9,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
55,35.9,31,9,0.4,92,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
8,37.9,50,15,-4.7,66,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
19,36.6,53,15,-2.9,62,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
44,36.7,35,9,-0.0,96,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
32,36.0,33,10,0.0,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,36.2,35,10,-0.8,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
41,36.4,35,12,0.1,87,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
10,36.8,28,5,0.8,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
26,36.0,32,7,-0.9,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.6,32,9,0.5,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.0,26,12,0.3,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,35.8,37,9,0.3,76,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
2,36.2,26,6,-0.9,93,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
35,37.3,48,10,-0.3,45,Constipated,Low (Lethargic),Mild,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
41,36.7,31,5,-0.2,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.1,30,6,-0.6,100,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,35.9,30,6,0.8,97,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
34,39.9,47,18,-2.9,40,Loose,Low (Lethargic),Mild,Dry,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
13,36.5,32,19,-0.1,21,Constipated,Moderate,Mild,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
32,36.2,26,7,0.4,92,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
3,38.2,60,30,-1.4,39,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
36,36.5,31,6,-0.0,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,36.8,29,7,-0.6,96,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,35.8,35,7,0.3,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,35.8,33,8,0.4,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.2,34,9,0.4,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
54,36.0,32,5,0.4,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
13,38.8,44,26,-1.5,39,Normal,Low (Lethargic),Mild,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
54,36.7,57,17,-4.1,59,Normal,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
4,36.8,30,8,0.6,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
59,36.1,33,7,-0.9,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,40.5,57,19,-1.7,33,Loose,Low (Lethargic),Mild,Dry,Pink,Stiff,Infection,Bacterial/Viral Infection
38,36.3,36,11,-0.9,76,Normal,Low (Lethargic),Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
43,36.3,34,10,0.5,98,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
18,35.8,29,9,0.7,94,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
11,36.8,44,16,-4.6,43,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
20,38.4,55,17,-1.3,41,Normal,Low (Lethargic),None,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
57,39.3,54,30,-2.3,48,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
17,36.2,26,12,0.7,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,35.9,25,8,0.3,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,36.2,30,7,1.0,92,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
51,40.2,56,26,-1.0,56,Normal,Low (Lethargic),Mild,Moist,Pale,Stiff,Infection,Bacterial/Viral Infection
2,39.9,53,30,-2.1,36,Loose,Low (Lethargic),Mild,Moist,Dry/Tacky,Normal,Infection,Bacterial/Viral Infection
54,40.4,57,18,-2.2,37,Normal,Low (Lethargic),None,Moist,Pink,Normal,Infection,Bacterial/Viral Infection
39,39.9,37,17,-3.0,30,Loose,Low (Lethargic),Mild,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
9,36.6,28,11,-0.2,89,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
30,36.2,26,12,-0.4,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
42,36.7,35,6,0.8,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.6,29,11,-0.9,85,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,36.4,30,5,-0.2,95,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
23,36.7,27,10,0.9,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
49,35.8,32,5,-0.5,94,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,36.1,26,5,-0.7,87,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
40,35.9,30,11,0.1,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
47,38.1,52,13,-4.3,43,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
42,36.7,29,9,0.6,85,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
58,37.0,37,11,-1.2,46,Loose,Moderate,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
60,36.9,57,19,-4.8,42,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Normal,Dehydration,Severe Dehydration
43,36.2,25,8,-0.9,89,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
14,36.5,33,11,-0.7,95,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
39,35.8,29,7,0.1,79,Normal,Moderate,Severe,Moist,Pink,Stiff,Arthritis,Joint Inflammation
22,35.9,29,7,0.8,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
46,36.6,42,11,-2.1,21,Loose,Moderate,None,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
26,36.9,39,15,-0.4,39,Loose,Low (Lethargic),None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
51,36.3,46,8,-0.1,33,Loose,Moderate,Mild,Moist,Pink,Normal,Indigestion,Colic / Digestion Issue
5,36.6,28,5,-0.8,100,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
24,36.8,25,9,-0.4,88,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
56,36.4,28,6,0.5,97,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
52,35.8,29,7,-0.3,88,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
45,36.1,25,7,-1.1,92,Normal,Low (Lethargic),Severe,Moist,Pink,Lameness,Arthritis,Joint Inflammation
50,36.7,25,9,-0.7,88,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
37,35.6,31,11,-0.8,18,Constipated,High,None,Dry,Pink,Normal,Indigestion,Colic / Digestion Issue
60,36.3,33,6,0.8,98,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
45,36.6,36,8,0.1,86,Normal,Moderate,Mild,Moist,Pink,Lameness,Arthritis,Joint Inflammation
46,36.4,35,12,0.4,91,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
8,38.0,54,14,-4.3,46,Constipated,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Dehydration,Severe Dehydration
31,35.9,29,7,0.3,99,Normal,Moderate,None,Moist,Pink,Normal,Healthy,No_Diagnosis
36,38.7,60,17,-1.4,57,Loose,Low (Lethargic),None,Dry,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
45,36.3,30,11,0.8,99,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
32,40.0,54,28,-2.8,36,Normal,Low (Lethargic),Mild,Moist,Dry/Tacky,Stiff,Infection,Bacterial/Viral Infection
48,36.4,31,13,-0.8,92,Normal,Low (Lethargic),Mild,Moist,Pink,Stiff,Arthritis,Joint Inflammation
24,40.1,35,18,-2.3,52,Loose,Low (Lethargic),Mild,Dry,Pink,Normal,Infection,Bacterial/Viral Infection
22,36.2,30,6,0.9,86,Normal,High,None,Moist,Pink,Normal,Healthy,No_Diagnosis
38,36.6,37,19,-2.9,18,Loose,Low (Lethargic),None,Dry,Pale,Normal,Indigestion,Colic / Digestion Issue
